Age,Gender,Education Level,Job Title,Years of Experience,Salary,Job Field
30,Female,Bachelor's,Data Analyst,5,145000.0,Data Analyst
28,Male,Bachelor's,Software Engineer,3,125000.0,Engineering
26,Female,Master's,Manager,2,120000.0,Management
27,Male,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,5,180000.0,Research
29,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
32,Male,Bachelor's,Manager,7,170000.0,Management
25,Female,Master's,Data Analyst,1,100000.0,Data Analyst
33,Male,PhD,Data Scientist,8,190000.0,Research
31,Female,Bachelor's,Software Engineer,6,155000.0,Engineering
28,Male,Master's,Manager,3,130000.0,Management
30,Female,Bachelor's,Data Analyst,5,145000.0,Data Analyst
27,Male,PhD,Data Scientist,2,115000.0,Research
29,Female,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Male,Bachelor's,Manager,9,185000.0,Management
25,Female,Master's,Data Analyst,1,100000.0,Data Analyst
33,Male,PhD,Data Scientist,8,190000.0,Research
31,Female,Bachelor's,Software Engineer,6,155000.0,Engineering
28,Male,Master's,Manager,3,130000.0,Management
30,Female,Bachelor's,Data Analyst,5,145000.0,Data Analyst
27,Male,PhD,Data Scientist,2,115000.0,Research
29,Female,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Male,Bachelor's,Manager,9,185000.0,Management
25,Female,Master's,Data Analyst,1,100000.0,Data Analyst
33,Male,PhD,Data Scientist,8,190000.0,Research
31,Female,Bachelor's,Software Engineer,6,155000.0,Engineering
28,Male,Master's,Manager,3,130000.0,Management
30,Female,Bachelor's,Data Analyst,5,145000.0,Data Analyst
27,Male,PhD,Data Scientist,2,115000.0,Research
29,Female,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Male,Bachelor's,Manager,9,185000.0,Management
25,Female,Master's,Data Analyst,1,100000.0,Data Analyst
33,Male,PhD,Data Scientist,8,190000.0,Research
31,Female,Bachelor's,Software Engineer,6,155000.0,Engineering
28,Male,Master's,Manager,3,130000.0,Management
30,Female,Bachelor's,Data Analyst,5,145000.0,Data Analyst
27,Male,PhD,Data Scientist,2,115000.0,Research
29,Female,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Male,Bachelor's,Manager,9,185000.0,Management
25,Female,Master's,Data Analyst,1,100000.0,Data Analyst
33,Male,PhD,Data Scientist,8,190000.0,Research
31,Female,Bachelor's,Software Engineer,6,155000.0,Engineering
28,Male,Master's,Manager,3,130000.0,Management
30,Female,Bachelor's,Data Analyst,5,145000.0,Data Analyst
27,Male,PhD,Data Scientist,2,115000.0,Research
29,Female,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Male,Bachelor's,Manager,9,185000.0,Management
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
27,Female,Bachelor's,Manager,4,150000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
31,Female,Master's,Data Scientist,9,195000.0,Research
28,Male,Bachelor's,Software Engineer,5,160000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
25,Male,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Female,Master's,Manager,12,196000.0,Management
23,Male,Bachelor's,Data Analyst,1,95000.0,Data Analyst
32,Female,PhD,Data Scientist,10,193000.0,Research
29,Male,Bachelor's,Software Engineer,6,175000.0,Engineering
30,Female,Bachelor's,Manager,5,160000.0,Management
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
31,Female,Master's,Data Scientist,6,180000.0,Research
28,Male,Bachelor's,Software Engineer,5,160000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Female,Master's,Manager,12,196000.0,Management
25,Male,Bachelor's,Data Analyst,2,110000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
27,Female,Bachelor's,Manager,4,150000.0,Management
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
33,Male,Master's,Manager,11,198000.0,Management
26,Female,Bachelor's,Data Analyst,3,130000.0,Data Analyst
30,Male,PhD,Data Scientist,7,185000.0,Research
27,Female,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Male,Master's,Manager,12,196000.0,Management
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
29,Female,Master's,Data Scientist,6,180000.0,Research
30,Male,Bachelor's,Data Analyst,5,160000.0,Data Analyst
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
31,Female,PhD,Data Scientist,9,195000.0,Research
28,Male,Bachelor's,Software Engineer,5,160000.0,Engineering
27,Female,Bachelor's,Manager,4,150000.0,Management
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
25,Male,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Female,Master's,Manager,12,196000.0,Management
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
25,Male,Bachelor's,Data Analyst,2,125000.0,Data Analyst
28,Female,Master's,Data Scientist,6,175000.0,Research
30,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
27,Female,Bachelor's,Manager,4,150000.0,Management
24,Male,Bachelor's,Data Analyst,1,95000.0,Data Analyst
31,Male,Master's,Data Scientist,9,195000.0,Research
28,Male,Bachelor's,Software Engineer,5,160000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Female,Master's,Manager,12,196000.0,Management
23,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
32,Female,PhD,Data Scientist,10,193000.0,Research
29,Male,Bachelor's,Software Engineer,6,170000.0,Engineering
30,Female,Bachelor's,Manager,5,160000.0,Management
26,Male,Bachelor's,Data Analyst,3,135000.0,Data Analyst
31,Female,Master's,Data Scientist,6,180000.0,Research
28,Male,Bachelor's,Software Engineer,5,160000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Female,Master's,Manager,12,196000.0,Management
25,Male,Bachelor's,Data Analyst,2,115000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
27,Female,Bachelor's,Manager,4,150000.0,Management
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
33,Male,Master's,Manager,11,198000.0,Management
26,Female,Bachelor's,Data Analyst,3,130000.0,Data Analyst
30,Male,PhD,Data Scientist,7,185000.0,Research
27,Female,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Male,Master's,Manager,12,196000.0,Management
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
29,Female,Master's,Data Scientist,6,180000.0,Research
30,Male,Bachelor's,Data Analyst,5,160000.0,Data Analyst
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
31,Female,PhD,Data Scientist,9,195000.0,Research
28,Male,Bachelor's,Software Engineer,5,160000.0,Engineering
27,Female,Bachelor's,Manager,4,150000.0,Management
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
25,Male,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Female,Master's,Manager,12,196000.0,Management
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
23,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Female,Master's,Data Scientist,4,150000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
24,Female,Bachelor's,Manager,3,125000.0,Management
25,Male,Bachelor's,Data Analyst,2,110000.0,Data Analyst
31,Male,Master's,Data Scientist,7,180000.0,Research
28,Male,Bachelor's,Software Engineer,5,160000.0,Engineering
33,Female,Master's,Manager,10,195000.0,Management
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
30,Female,PhD,Data Scientist,6,170000.0,Research
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Female,Master's,Manager,11,196000.0,Management
23,Male,Bachelor's,Data Analyst,1,92000.0,Data Analyst
32,Female,PhD,Data Scientist,9,195000.0,Research
29,Male,Bachelor's,Software Engineer,6,170000.0,Engineering
30,Female,Bachelor's,Manager,5,160000.0,Management
26,Male,Bachelor's,Data Analyst,3,135000.0,Data Analyst
31,Female,Master's,Data Scientist,6,180000.0,Research
28,Male,Bachelor's,Software Engineer,5,165000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,95000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Female,Master's,Manager,12,196000.0,Management
25,Male,Bachelor's,Data Analyst,2,115000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
27,Female,Bachelor's,Manager,4,150000.0,Management
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
33,Male,Master's,Manager,11,198000.0,Management
26,Female,Bachelor's,Data Analyst,3,130000.0,Data Analyst
30,Male,PhD,Data Scientist,7,185000.0,Research
27,Female,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Male,Master's,Manager,12,196000.0,Management
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
29,Female,Master's,Data Scientist,6,180000.0,Research
30,Male,Bachelor's,Data Analyst,5,160000.0,Data Analyst
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
31,Female,PhD,Data Scientist,9,195000.0,Research
28,Male,Bachelor's,Software Engineer,5,160000.0,Engineering
27,Female,Bachelor's,Manager,4,150000.0,Management
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
25,Male,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
34,Female,Master's,Manager,12,196000.0,Management
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
29,Female,Master's,Data Scientist,6,180000.0,Research
32,Male,Bachelor's,Software Engineer,8,190000.0,Engineering
33,Female,Master's,Manager,11,198000.0,Management
24,Male,Bachelor's,Data Analyst,1,90000.0,Data Analyst
27,Male,Bachelor's,Software Engineer,4,140000.0,Engineering
25,Female,Bachelor's,Data Analyst,2,110000.0,Data Analyst
30,Female,PhD,Data Scientist,7,185000.0,Research
31,Male,Bachelor's,Data Analyst,9,195000.0,Data Analyst
28,Female,Bachelor's,Software Engineer,5,160000.0,Engineering
26,Male,Bachelor's,Data Analyst,3,130000.0,Data Analyst
